user_id,item_id,category_id,hist_item_ids,label
123,123,5,104|22|31|117|101|59,0
30,142,3,116,0
1,67,4,193|21|198,1
411,52,4,72|72|31|166,0
262,36,9,71|139|25|192|130,0
178,46,5,175|113|162|162|4|3|182|29|113,1
4,3,5,180|187|166|109|132|193|160|84|139|66|185,1
174,41,8,143|125|120|1|142|5|110|200|158,0
419,172,8,13|173|172|24|41|176,1
164,79,7,71|22|158|179|99|41|129|107|111,1
298,20,6,131|128,1
107,159,8,102|160|137|81|100|15|41,0
57,59,7,57|145,0
384,124,9,118|158|62|115|81|62|40|8|150|164|131|49|4|127,0
486,1,8,176|134|70|42|106|105|70|24|111,1
34,90,5,68|156,1
226,23,10,114|3|16|75|132|125|159|36|39|107|174|145|134|19|176,0
493,133,6,104|142|70|169|13|22|159|26|84|57,1
179,198,4,166|189|200|166|193|135,1
408,112,6,99|70|126|74|99|29,0
481,90,5,62,0
179,97,7,155,1
235,8,3,61|73|80|45|196|56|37|110|64|91|146,0
11,9,1,32|171,1
52,111,8,106|146|137|34|188|57|164|63|13|200|118|43,1
85,186,2,51|51|156,1
156,151,3,146|132|200|108|189|70|180|188|125|141|105|64|108|193,0
8,68,1,9|55|137|103|137|132|55|86|195|195,0
246,1,8,1|134|58|134|134|61|15|106|1|172,0
195,95,3,31|110|188|151|110|8|77|141|141|153|31|96|77|188|38,1
111,129,7,97|79|84|174|121|39|136|161,1
282,36,9,102,1
491,46,5,26|26|139|90|163|108|143|175|164|143,1
82,132,1,35|30|109|127|24|174|61|133|151|8|173,1
486,79,7,161|161|97|191,0
408,131,6,57|35,0
474,57,2,88|60|163|66|89|173,1
1,88,8,189|58|91|89|63|4|15|105|45|66,1
46,76,4,59|3|24,1
476,57,2,170|40|101|101|156|181,1
132,43,4,187|187|76|200|21,1
192,166,4,65|135|104|42|185|154|2|18|12|84|84,0
8,96,3,180|31|69|89|71|19|69|58|98|16|159|84,0
159,28,6,71|76|102,1
270,158,6,114|133|157|158|20|20|112|115|179|56|133|157|179|28|33,1
110,82,2,101|71,1
296,175,5,122|57|10|75|9,1
347,116,1,70|108|44|23|190|136|24|124|61|37|95|158|1|72|185,1
215,137,1,132|149|132|171|146|44|86|116|103|132|137|9|126|6|116,1
496,52,4,72,0
433,1,8,88,1
19,139,5,1|9|140|86|161|52|144|124,0
332,150,9,148|124|94|18|89|18|18|47|89|92|150|124,1
357,56,6,157|125|165|15|36|104|72|142|81|200|60|73|1|50,0
118,41,8,176|12|134|58|134,0
19,8,3,147|153|153|95|96|142|38|95|31|153|77|96,1
389,183,7,183|25|7|2|59|183|74|174|97,1
117,59,7,159|144|140|48|171|169|121|60,1
178,62,4,52|93|93,0
24,128,6,133|112|130|179|125|28|56|28|56|158|28,1
446,106,8,12|151,0
432,70,8,12|70|111|159|61|42|104|159|176|134|41|24|88,1
462,110,3,153|31|118|96|31|38,1
352,12,8,125,0
287,50,8,50|50|14|85|58|176|15|58|172|127|111,1
263,162,5,105|1|143|48|78|39|94|75|38,0
445,12,8,121|2|95|38|131|187|107|121|134|186|8|63|54,0
359,95,3,198|191|9|79|195|168|94|109|6|113|134|72|62|166|90,0
133,52,4,65|93|138|168|189|135|67|168|52,0
338,87,4,171|39|156|136|106|16|154|44|180|159|73|88|6,0
250,129,7,110|23|11|49,0
446,156,2,114|190|105|113|3|92|137|100|123|162|5|181,0
409,14,8,159|104|109|14|173,1
97,172,8,84|114|135|130|119|89|40|11|85|80|122|181|141|161|116,1
464,128,6,4|42|26|41|20|157|99|135,0
240,54,5,102|33|26|137|104|64|62|122|194|200|95|135,1
42,69,5,133|38|11|85|116|53|195|124|88|98|93,0
56,85,8,42|1|134|105|105|42|15,1
248,106,8,48|183|106|184|190|85|11|61|109|77|1|198|61|124|190,1
273,140,10,46|10|184|55|107|96|138|180|65|159|59|40|22,0
187,170,2,183|80|153|126|187|195|142|133,1
274,142,3,77|31|96|188|38|95|110|142|77|151|77|96,0
287,134,8,180|14|99|97|90|87|150|40|179|180|36|195|53,0
26,169,1,176|128|27|26|54|14|57|199|49|128,0
349,91,9,191|163|181|157|174,0
117,140,10,152|45|66|160|11|194|45|178|152|180|178|140|178,1
458,17,2,17|17|117|82|170|57,1
82,98,7,140|13|70|131|51|119|91|191|58|182|126|150|34|4,0
155,180,10,80|194|152|23|23,1
67,140,10,14|80|144|50|32|193|70|34|138|44|156|15|104|81|192,0
125,95,3,38|142|77|151|151|95|141|8|96|38|118|118|118,0
99,43,4,186|33|154|116,0
460,112,6,20|157,1
474,104,8,162|136|126|56,0
216,145,9,54|187|93|114|103|103|125|85|79|81|132|164|112,0
339,79,7,148|18|45|156|175|84|82,0
255,35,1,32|126|32|195|132|32|195,1
287,38,3,188|96|96|151|8|110|151|77|95|110|31|8|77,0
449,86,1,68|149|149|86|137|32|103|68|195|171|149|195,0
297,41,8,24|13|14|85|104|12|50|24|42|15|106|70|173,0
455,98,7,98|121|122|192|107|39|136|136|59|155|7,0
309,122,7,33|158|198|49|127|9|128|89|15|135,0
485,169,1,145|140|117|167|176|158|118|196|112,0
319,181,2,73|71|17|57|101|167|73|99,0
263,29,5,68|173|140|28|152|145|92|33|96|122,0
67,111,8,61|24|173|105|85|42|159|1|13|15|105|13|127|24|106,1
398,15,8,15|88|14|70|1|111|104|13|70|61|106|70,0
260,163,5,164|113|108|30|164|143|175|143|81|54|185|154|175|113,1
256,142,3,141|31|110|110,1
199,176,8,159|127,1
204,68,1,3|113|117|197|153|111|119|130|91|136|40,0
416,92,9,69|123|139|60|24|102|128|154,1
194,113,5,35,1
445,34,9,165|5|102|18|94|47|124,0
241,104,8,1|173|176|85|41|70|70|58|50,1
15,145,9,83|150|145|94|5|91|145|148|124|165,1
259,64,5,78|32|9|63|49|54|200|137|111|36|169|129|103,0
233,145,9,47|150|94|34|165|102|83|36,0
23,128,6,59|103,0
215,32,1,90|61|37|85|174|118|146|30|16|68|155|178,0
199,149,1,97|157|125|120,0
130,187,4,187|189|43|52|43|21|193|62|21|198|67|193|200|135|198,1
485,74,7,39|62|55|189|80|174|12|21|161,0
125,30,5,106,0
293,69,5,127|188|133|78|87,0
293,8,3,126|15|129|149|4|146|25|54|141|72|196,1
479,36,9,150|57|40,0
325,63,10,194|80|11|178|80|11|45|63,1
306,66,10,16|22,1
356,189,4,87|168|52|65|189|193|21|65|166|198|168,1
354,154,5,48|91|49|85|27|122|50|145|104|180|45|55,0
54,138,4,135|107|79|94|153|167|61|66|42|81|110|143|54,1
47,11,10,160|144|80|194,0
74,101,2,57|117|17|57,1
100,68,1,156|48,0
429,144,10,194|60|23|140|178|180|45|66|178|11|160|63|11,0
121,17,2,170|197|73|71|71|170|99,1
12,186,2,138|81|74,0
239,44,1,126,0
12,190,7,97|122|79|136|191|136|191|191|25|192|174|97|122|129,0
52,1,8,85|14|109|70,1
185,124,9,125|184|59,0
448,29,5,120|154|19|90,1
450,25,7,174|191|84|39|191|25|136|74|191|192|98|121|98|97|191,0
326,193,4,164|52|43|8|77|198|188|139|73|105,0
379,175,5,120|113|30|90|69|185|64|46|184|30|182|184|54|139|163,1
269,104,8,134|104|58|58|1|88|41|172,0
498,81,5,122|142|91|189|44|89|107,0
35,68,1,55|144|28|74|143|180|45|67|24|88|200|61|52|80,0
449,157,6,107|37|83|170|8|166|114|70|23|153|1,0
272,37,9,145|176|45|194|160|149|68|24|86|162|118|130|157,0
170,123,5,162|139|162|54|143|185|46|113|139,1
259,44,1,126|86|86,0
468,161,7,131|144|105|5|193|166|71|99|25|188|47|76,0
318,200,4,138|65|198|87|135|93|93|62|138|87|196|135|200,1
19,148,9,37|92,0
403,134,8,142|51|135|27|13|73|46,0
436,81,5,29|46|19|53|139,1
468,10,6,24|47|112|57|73|45|11,0
173,179,6,122|78|152|193|81|24|25,0
436,124,9,173|17|169|105|5|46|136|151|40|132|198|138|141|39|128,0
355,177,2,101|119|101|181|99|119|156|117|181|57|197|156|197|82|101,0
22,60,10,140,1
79,145,9,178|134|179|123|182|174|44|35|33|160|49|91|158,0
215,19,5,135|22|151|86|58|131,0
212,34,9,73|194|134|128|181|17|111|65|136|171|16|32|191|99|64,0
3,45,10,23|199|60,1
280,37,9,165|36|150|102,0
431,73,2,155|66|21|59|71|144|19|6,1
210,137,1,25|47|22|103|139|130|28|69,0
74,149,1,3|8|169|182|43|176|106|37|63|54|153|38,0
152,51,2,186|177|119|177|17|17|181|40|167|82|170|156|22,0
461,161,7,192|68|102|160|86|167|141|42|185|170|120|39|46|168,0
9,47,9,65|80|45|189|73|101|108|45|114|71|3|82|117,0
59,62,4,52|166|43|21|65|62|135|62|65,0
49,44,1,169|35,1
212,33,6,115,0
487,26,5,120|154|64|69,1
40,188,3,188|96,1
412,154,5,69|164|19|162|81|29|19|64,1
125,167,2,99|170|57|22|71|197|117|22|197|177|117,1
371,183,7,155|161|129|39|25|174|183,1
40,71,2,40|99|186|57|181|101|101|57|186|117,1
45,157,6,49|137|95|160|11,0
436,71,2,98,0
355,176,8,109|145|13|72|28|172|113|129,1
342,80,10,157|64|31,0
480,70,8,157,1
68,47,9,151|19|51|121|94|101|136,0
39,154,5,162|184|182|75|26,0
115,56,6,133|111|197|98|105|171,0
350,176,8,111|41|85|61|176|88|173|134|159|15|127|41|104|70|41,0
288,3,5,46|10|118,0
223,36,9,21|28|70|1|3|38|139|163|50|129|71|87|67|179,0
256,132,1,20|139|100,0
23,182,5,182|184|123|72|185|75|29|26|113|4|26|53|108|81|90,1
254,95,3,10|66|51|40|55|140|166|104|14|148,1
285,86,1,194|118|84|161|9,1
21,93,4,32|97|185|66|41|158|22|175|166|196|93|125,0
442,95,3,110|38|38|151|110|141|118|151|77|38,1
408,26,5,193|164|14|25|180,0
68,120,5,54,1
233,92,9,107|157|51|66|29|140,0
354,91,9,84|91|153|141|164,0
214,105,8,42|109|61|14|50|176|173|127|176|88|111,1
83,188,3,81|136|114|75|64|103|16|38|9|32,1
28,164,5,113|46|154,0
315,102,9,145|165|102|150|27|92|100|150|27|145|18|47,0
347,187,4,143|178|121,1
67,98,7,59|107|136|121|98|79|97|59|74|161|190,1
425,12,8,147|11|83|57|99,0
13,172,8,70|88|49|134,0
390,74,7,25|84|2|174|59,1
32,180,10,2|137|85|175|131|123|58|137|175|10|147,0
383,72,5,163|64|72,1
404,8,3,17,1
379,31,3,151|147|151|118|141|110|141|96|31|188|142|142|77|147|118,0
496,175,5,46|175|26|139|3|162|3|185,1
86,170,2,95|198|55|107|89|79,0
357,104,8,70|127|172|24|42|42|70|70|1|172|159|104|42|134|42,0
462,117,2,25|137|71,0
297,87,4,47|20|81|129|11|196|173,1
259,180,10,159,0
456,155,7,121|155|10|42|12|160|146|11,1
53,104,8,130|158|129|162|183|169|131|10,0
357,170,2,73|177|119|156|73|82|71|57|156|82,0
67,88,8,188|141|129|87|142|41|61|193|56,0
360,60,10,23|89|87|38|81|31|139|87|147|92|143|147|33,0
222,45,10,160|63|45|194|140|180|180|23|160|66|194|60|11,1
333,53,5,185|64|175|72|184|175|29|185,0
290,44,1,23|158|85|48|48|64|181|154|135|126|84|181|55|189|77,0
375,143,5,19|185|26|182|53|185|185|123|30|162|19|64,1
320,160,10,132|16,0
108,47,9,124|89|27|150|47|47|27|148|37|94|36|150|124,1
328,100,9,100|34|37|89|34|150|165|27|47|83|100|94|100|5|91,1
388,29,5,98,0
191,142,3,153|96|147|118,1
39,39,7,41|37|74|117|80|70|69|68|81|167,0
375,106,8,113|155|43|41|120|177|67|102|132|133|30|80|199|178|155,0
26,61,8,58|111|106|134|109|105|172|49|61|88|106|70|61,1
62,95,3,156|102|44|77|60|34|190,0
415,73,2,81|3|174|173|193|25|169|69|169|193|40|75|54|61|120,0
338,41,8,150,0
95,62,4,196|198|138|87|193|67|193|200,0
195,157,6,9|24|146|86,0
300,16,6,114|16|128|158|10|179,1
48,147,3,151|95|110|147|38|141|118|188|8|31|8|118|118,1
297,84,7,134,0
227,96,3,100|172|165|76|57|193|114|24|45|168|180,0
455,23,10,39|143|14|116|67|85|166|199|81|59|167|83|40,0
452,32,1,125|152|2,1
430,145,9,84|134|153|135|75|192|61|70|56|60,0
365,86,1,95|181|30|33|188|104|14|89|119|3|151|134|3|124,0
112,41,8,176|130|98|46|114|6|177|1,0
360,73,2,190,0
479,116,1,137,1
10,127,8,49|14|15|61|109|176|105|173|105|159,1
88,196,4,23|69|137|34|97|58|99|153|177|82|166|141,0
276,135,4,168|43|135|187|62,0
270,193,4,93|52|200|21|135|198|187|67|168|65|65|198|21,1
33,158,6,56,1
37,140,10,58|134|37|187|50|126|18|9|26|189|43,0
45,89,9,37|148|91|148|150|18|100|124,0
8,54,5,123|108|72|81|108|81|163|162|69|90|46|30|69,1
30,66,10,144|179|38|48,0
400,45,10,144|178|140|80|199|199|199,0
450,162,5,74|167|71|149|157|167|35|173|44|188|8|45,0
305,81,5,102,0
189,37,9,142,0
311,162,5,116|190|153|63|178|80|152|196|162|22|42|160|25,0
6,26,5,109|160|197,0
17,73,2,179|77|164|191|103|21,0
170,92,9,57|92|143|45|124,0
15,82,2,119,0
172,185,5,53|154|163,0
314,134,8,197|131|149|198|140|191|147|191|151|177|39|199|70,0
230,150,9,102|83|124|37|94|94|27|91|100,0
193,129,7,190|107|84,0
107,108,5,91|83|50|61|37|76|127|76|29|161,0
216,102,9,150|89|47|18|89|165|36,1
423,114,6,40|154|87|42|9|98|80|36|5|151|156|50,0
205,22,2,145|175|104|40|67|163|155|145|46|130|189|10|65|17|21,0
90,15,8,94|129|178|135|104|43|47|120|91|10|40|87|36|111|61,1
252,38,3,188|151|153|142|77|118|151|142|96|38,0
73,111,8,79,0
410,185,5,179|16|56|199|97|35|83|52,0
200,182,5,153|134,1
478,151,3,101|79|91|11|64|200|10|183|104|117|187|44|197|56,0
301,65,4,21|138|166|189|198|65|135|138|76|200|135|166,1
98,86,1,68|64|164|174|95|102|59|107|142|145|194|116,1
344,161,7,185|127|25|17|141|87|121|150|77,0
291,141,3,101|43|18|40|88|188,0
462,41,8,176|58|70|85|12|14,0
113,141,3,159|41|88|113|34|134,1
483,191,7,155|39|107|84|183|2|2|121|192|192,1
137,199,10,26|100|181,0
106,65,4,168,0
71,126,1,31|142|123|24|101|160|48|122|59|53|79,0
103,79,7,78|28|174|93|122|148|30|195|85|178,0
209,39,7,7|155|2|25|74|79|2|2|174|98,1
347,147,3,38|188|95|31|96,0
359,15,8,69|108|144|59|40|142|190|89|200,0
495,60,10,133|129|175,0
39,36,9,47|34|148|34|91|102|91|83,0
376,138,4,115|129|186|172|11|31|190|78|117|12|21|82,0
448,40,2,109|90|180|33,0
411,129,7,60|170|9|144|105|24|25|197|7|5|4,1
315,160,10,98|17|23|94|164|199|126|56|66|123|35,0
260,12,8,38|191|184|67|82,0
220,156,2,46|61|22|162|131,0
466,113,5,29|3|99|35|29|30|56|24|98|131,1
287,18,9,77|57|30|112|30|137|52|114|108|127|152|113,0
427,69,5,53|108|29|123|4|72|3|64|90|64,1
358,160,10,11|194|180|80|140|45|23,1
249,69,5,185|72|143|64|90,0
31,145,9,14|96|3|145|102|73|176|129|122|30,0
251,121,7,63|184|161,0
452,141,3,31|147|110|142,1
48,103,1,149|68|126|55|116|116|137|103|116|132|86|116|9,1
437,153,3,5|84|181|154|141|170|1|158|63|139|153|138|84|123|94,0
198,41,8,145|37|102|141|34|65,1
24,146,1,185|56|31|28|71|148|80|90|69|189|137|133|88|107,0
407,9,1,195|126|44|126|132|32|35|55|116|32|146|9|171,1
187,139,5,144|180,0
315,83,9,150|5|83|34|89|27|92|27|94|89|165|148,1
358,134,8,76|3|167,0
318,71,2,183|63|38|3|97|111,0
338,34,9,8|94|124|172|102|93|76|83|4|21|152|73|171,1
199,38,3,101|45|148|113|131|54|58|128|71,0
346,21,4,29|19,0
358,146,1,125|173,1
473,124,9,92|83|150|27|89|27|100|150|165|36|102|148|145|91,1
389,124,9,44|95|188|2|48|184,0
461,43,4,2,0
86,122,7,84|191|174|48|48|121|107|59|59|190|161|48|155|39|98,1
7,48,7,111|174|61,1
390,13,8,7|156|198|65|63|113|101|77|74|38|51|118,0
259,151,3,72|62|153|38|11|99|15|39|76,1
273,75,5,19|129|135|11|159|67|131|59|80|141|187|176|146|108,1
264,191,7,163|137|19|157|146|184|188|190|9|127,0
275,183,7,2|122|48|191|74|97|74|192|107|25|2|192|59|161,1
15,45,10,144|80|11|60|11|180|23|23|23|199|199|160|23|140,1
397,4,5,109|158|169|65|129|93|87|160|46|24|97|165|33,0
239,122,7,163|87|56|89|168|101|139|84,0
354,187,4,191|81|63|160|121|27|19|162|153|71|173|26|174|16,0
310,156,2,58|56|50|152|43|34,0
367,142,3,119|120|75|138,0
112,114,6,194|96|173|193|130|165|17|152|163|143|117|180,1
327,134,8,134|24|70|1|176|41|105,0
244,156,2,22|99|82|82|197|57|119|57|186|167,1
77,49,8,178|70|10|124|141|192|102,0
124,137,1,1|97|52|29|141|97|102|97|150|194|103|32|66|100|21,1
487,81,5,108|143|46|54|139|3|29|19|143|75|3|154|139|143,1
82,115,6,11|95|136|62|108|191|47|59|24,0
272,59,7,35|111|6|17|101|110|66|87|84|152,0
109,40,2,17|74|107|17|76|195|126,0
235,188,3,82|64|61|140|122|95|52|102|54|100|68|178|150|36,0
471,107,7,157|71|77,0
496,9,1,195|132|9|44|137|126|86|86|137|86|32,1
490,14,8,49|36|19|121|60|151|81|128,0
208,12,8,95|160|155|3|129|181|175,0
401,74,7,129|161|192|183|97|121|129|183|97|79|155|191|190|39,1
460,2,7,122|129|97|190,1
101,170,2,137|193|26|151|141|166|32|192|159,0
409,96,3,77|141|147|147|147|96,1
385,61,8,91|105|156|55|166|57|29|148|142|67|130|146|158|191|171,1
220,115,6,141|158|145|106|4|98|129|114|115|104,0
303,57,2,82|156|40|156|73|17|51|197,1
214,131,6,71|134|23|54|1|95|35|40|23|147|98|190,0
103,191,7,66|23|141|24|40|143|89|45|14,0
102,84,7,179|103|185|70|29|60,0
304,12,8,7|132|165,0
117,134,8,196|7|193|29|23|24|25|93|129|149|4|60|27|30|150,0
321,185,5,30|54|143|90|19|163|46|143|64,0
376,185,5,93|144|50|140|89|135|84|77|43,0
415,86,1,49|51|39,0
332,175,5,132|31|162|52|6|105|176|147|62|80,0
411,60,10,20|162|195|23,1
49,82,2,82|99|186|156|73|186|119|22|82|57|156|181|17|170,0
331,63,10,189|147|144,0
439,35,1,42|172|169,1
348,171,1,69|33|68|51|183|36|27|116|115|113|30|100|186|18|160,0
450,60,10,77|89|164|111|113|162|86|165,0
360,112,6,127|66,0
200,27,9,111|48|140|50|6|54|94|154|11,0
172,4,5,81|108|19|72|154,1
255,101,2,120|99|143|172|156|133|156|7|54|49|131|151|30|39|100,1
440,39,7,129|2|7|98|121,1
133,187,4,132|121|30,0
37,44,1,171|116|195|149|55,0
40,133,6,8|175|42|109|75|179|191,0
385,59,7,107|142|56|131|14|127|129|105|132|199|168|88|175|191,0
81,103,1,148|104|28,0
25,176,8,89|187|129|58|150,0
251,188,3,103|186|147|45|103|36|95|108|102,0
214,102,9,102,0
356,199,10,194|187|54,1
316,47,9,34|92,1
448,176,8,49|26|123|132|177|19|54|146|137|86|31|97|35,0
98,24,8,1|58|50|58|58|134|127|24|15|88|105|109,1
157,92,9,93|174|121|184|13|170|9|65|86|48|198,0
447,153,3,38|77|8|31|38|141|151|141|110|77|31,0
293,82,2,3|146|98|158|114|191,1
59,178,10,178|63|63|144|11,1
103,58,8,42|106|14|24|173|1|85|104|134|172|42|85|105|176|88,0
257,36,9,34|89|18,1
286,13,8,16|103|111|80|115|73|95|136|149|31|199|20|56|70|65,0
219,153,3,95|8|110|77|141|31|151|77|118|141|110|110|77,1
108,53,5,169|80|26|110|48|164|107,0
408,61,8,53|165,0
484,26,5,46|162|30,1
385,132,1,59|41|72|12|140|74|143|13|65|80|18,0
415,161,7,175,0
335,33,6,115|28|20,0
40,179,6,67|139|27|183|157|7|38|126|148|44,0
338,85,8,78|34|161|85|76|172|178,0
206,168,4,109|6|141|184|158|62|97|192|86|168|116,0
112,86,1,152|165|91|191|122,0
164,53,5,47|174|138|105|90|128|78|80|41|32|179|150|89,0
300,23,10,22|103|74|27|95|41|49|178|70,1
151,71,2,24|131|1|164|140|168|187|167|125|168|20,0
189,196,4,94|176|145|81|193|37|156|91,0
313,136,7,13|30|60|167|40|30|7|77|121|57|100|49|161|6|41,0
284,14,8,185|189|52|119|109|193|190|71|6,0
2,148,9,35|126|2|133|178|30|148|111|189|49|46|4|142,0
434,145,9,150|165|150|89|83|89|165|37|124|94|18|91,0
224,72,5,26,0
277,71,2,139|70|153|106|79|92|108,1
333,35,1,157|196|8|152|34|182|83|2,0
359,101,2,101|73|73|177|156|40|170|82|73|22|197|17,1
253,21,4,168|24|190|76|108|180|126|147,0
93,36,9,145|150|165|34|148|94,1
63,113,5,26|81|163|26|69|184|90|30|26|120|182|4,1
55,25,7,79|155|174|2|183,0
92,170,2,90|193|32|31|141|103|91,0
125,72,5,47|132|57|182|82|163|94|83|91|89|96|178,1
30,5,9,34|27|27|18|37|18|94|102|34|91|37,1
349,46,5,199|58|170|29|95|108|26|9|24|12|101|188,1
177,197,2,32|186|1|33|136|37|22|120|6|54|129|37|152|19|123,0
39,159,8,109|15|1|50|106,1
188,199,10,80|11|63|80|199|180|45|11|140|144|178|60|180|80,1
473,79,7,179|142|181|13|146|161|71|150|99,0
89,166,4,62|166|166|76,1
306,132,1,68|132|44|35|149|126|6|68|195,1
319,9,1,146|103|146,1
276,92,9,150|34|100|27|83|100|37|36|83|27,1
167,63,10,199|147|60|129|185|33|193|11|46|102|177|111|28|50|153,1
251,82,2,57,1
173,93,4,140|135|180|34|73|126|34,1
267,68,1,40|174|127|152|87|29|86|198|157|141|61,0
328,179,6,28|157|179|125|115|133|179|10|56|78|125,1
13,1,8,200|53|195|133|131|38|181,0
477,114,6,179|125|115|78|128|33|28|33|10|158|33|133|112|78,1
115,90,5,81|175|175|185|19|175|30|120|139|30,0
446,35,1,31|151|115|100|137|96|3|120|156|99,0
88,154,5,86|153|123|9|16,1
99,15,8,24|106|14|104|13|172|58|41|176|12|127|85,1
441,91,9,92|29|98|95|77|198|23,0
12,141,3,9|60|20|29,1
31,152,10,152|180|63,1
392,184,5,175|175|154|154|162|154|26|163|30|113|64,1
107,88,8,122|34|172|5|12|61|82,1
485,168,4,63|61|2|135,0
326,6,1,103|153|136|74|188|131|182|165|42|200|149|38|159|86,1
433,70,8,142|5|67|132|53|87|122,0
125,195,1,146|149|35|169|116|146|149|9,1
322,184,5,28,0
453,43,4,46,0
60,136,7,16|119|35|65|122|95|24|79,0
99,63,10,194|63|152|60,1
49,177,2,80|55|108|121|78|160|159|25|199|32|106|85|91|26|69,0
72,97,7,48|98|192|183,1
218,101,2,51|101|156|73|181|71|71|73|156|40|40,1
390,53,5,26|72|30|54|4|184,1
99,177,2,13|112|127|31|75|53|107,0
408,114,6,20|179|125|10|114|56|10|20,1
250,139,5,30|19|164|46,0
266,30,5,53|164|154|143|4|184|26|53|75|54|120|4|81,1
260,152,10,190|110|33,0
464,30,5,72|26|69|184|29|19|108|3|185|182|30|30|162,0
484,81,5,124|60|53|105,1
214,177,2,119|71|156|117|186|57|17|40|51|156|40,0
68,85,8,61|50|127|50|50,1
376,133,6,56|78|125|16,1
485,115,6,125|10|115|115|33|179|33|157|16,0
253,22,2,122|21,1
393,74,7,25|122|2|98,0
37,181,2,57|22|40|181,1
489,31,3,129|161|29|197,0
57,66,10,56|64|158|12,0
31,168,4,81|106|34|199|121|171|52|144|22|5|129|14|56|159,0
146,134,8,148|21|29|54|78|199|175|23|67|12|13|75|192|38|137,0
435,166,4,87|200|196|135|67|62|87|76|67|200|168|65|168,1
474,194,10,140|194|152|60|140|178|11,1
269,129,7,25|174|98|192|79|98|174|98|79|121|129|192|129|48,1
27,41,8,157|131|120|3,0
462,80,10,63|60|140|60|152|63|160|199|194|45,1
65,81,5,196|142|67|123|123|111|193|158|52|199|193|10|60|123|176,0
359,20,6,196|33|51|171|57|189|172|20|92|151|98|44|10|2,1
151,171,1,29|63|148|10|82|90|30|12,0
116,184,5,175|19|185|81|108|163|90|53|3|29,1
390,67,4,62|67|135|200|166|87|52|198|166,1
485,187,4,87|138|67,1
262,186,2,119|117|181|73|186|117,1
105,61,8,106|70|104|49|41|85|134|12|13,1
89,27,9,27,1
163,198,4,65|79|26|64|179|1|115|138,1
277,44,1,39|67|33|133|70|106|49|20|13|11|175|53|62|116|20,0
396,25,7,155,1
476,189,4,32|168|121|71|196|103|78|38|130,1
60,129,7,59|39|25|129|121|2|59|48|136|136|161|25|183|48,1
497,158,6,17|182|157|124|63|85|79|87|126|152|77,0
417,136,7,73|190|6|127|198|109|128|120,0
452,143,5,113|46|164|139|75|162|29|143|113|175|123|108|108,0
393,19,5,54|164|184|72|75|162|30|4,1
211,43,4,81|63|59|132|75|125|4|133,0
437,68,1,68|171|86|55|126|149|116|146|169|146|68,1
288,169,1,33|47|80|52|198,0
261,3,5,164|162|113|113,1
119,60,10,121|173|136|53|57|128|58|50|119|128,1
385,79,7,39|25|79|155|161|84|25|2|121|136,1
297,46,5,15,0
305,84,7,191|136,1
400,104,8,194|99|168|175|53|2|162|48|200|8|183|136,0
153,24,8,14|49,1
182,83,9,2|186,0
22,162,5,64|162|184|163|154|69|26|90|26|90|175|26|182,0
300,1,8,50|14|58|111|173|24|50|159|49|41,1
292,98,7,54|105|38|3|115|28|183|192|64|58,0
255,21,4,52|93|193|93|62|52|166,1
63,76,4,164|183|41|72|80|86|93|179|131|180|71|105|22,1
139,193,4,43|76|62|187|196,1
98,139,5,3|114|114|199|103|180,0
451,31,3,153|96|153|141|110|77|38|95|147,1
234,69,5,79|130|67|15|138|113|130|109|102|190|11|19|188,0
271,90,5,92|77|135|80|3|35|175|74|21|188|200|100|126|151|14,0
275,67,4,200,1
223,86,1,195|6|116|195|86|116|55|35|137|55|126,0
470,111,8,117,0
220,83,9,171|120|139|183|179|157|154|90,0
172,104,8,86|159|158|162,1
442,190,7,98|48|174|192|190|107|183|183|192|84|129|174|59,1
181,151,3,38|141|38|141|153|96|110|141|151|118|188|147|96|110|142,1
120,161,7,164|63|5|52|87|178|35|173|164|32|53|92|189,0
157,182,5,120|26|162|63|141|54|196|155|76|96|12|28|200|164|168,1
53,146,1,1|169|73|200|77,1
304,55,1,91|71|94|55|116|193|143|63|136|194|49|47,0
20,83,9,150|165|83|100|34|148|47|89|94|124|102|165|102|145,1
457,76,4,59|52|165|154|141|17|50|44|143|179,0
190,198,4,184|146|104|147|4|151,0
175,139,5,48|149|117|124,0
344,157,6,78|56|16|115|115,0
415,108,5,69|54|3|185|154|184|162|75|29|4|162|54|69,0
419,110,3,37|12|199|104|71|76|49|25|183|22|77|31|186,0
103,115,6,58|120|74|193|93|152,0
280,149,1,137|146|103|6|126|149|103,1
498,55,1,72|77|116|115|100|52|22|139,0
170,171,1,150|2|12|17|70|100|59|38|63|99|60,0
288,199,10,125|77|58|159|9|53|155|185|103|106,1
241,49,8,172|85|159|15|49|42|111|85,1
112,31,3,77|110|118|110|110|77|31|96|31|8|118,1
430,169,1,180|96|29|57|53|81|70|110|65|129|99,0
471,9,1,86|55|68|169|32|195|44|169|116,0
285,130,6,95|195|9|51|171|159|70|102,0
473,129,7,159,0
69,74,7,191|7|174|121|74,1
149,182,5,11|160|157|120|149|137|171|85|148|196|190|30|100|103,0
313,107,7,129|74|182|111|121|151|49|109|155|156|46,1
419,172,8,194|46|60|98|170|110|146|164|179|93,1
41,98,7,168|163|64|32|185|110|32|51|66|41|88|163,0
369,63,10,66,0
361,102,9,91|34|36|37|27|150|36|94|92|92|94|150|165|148,0
93,177,2,40|40|197,1
